project_id,start_date,end_date,planned_duration_days,actual_duration_days,team_size,num_bugs,num_change_requests,delivery_delay_days,budget_overrun_pct,predicted_risk
P50069,2024-01-03,2024-07-10,132,189,9,90,6,57,0.17,High
P55684,2024-07-26,2025-02-03,173,192,11,44,13,19,0.33,High
P32840,2022-04-14,2022-11-12,214,212,28,48,15,-2,0.57,High
P44130,2023-05-31,2023-10-27,155,149,22,67,18,-6,0.34,High
P18754,2020-11-15,2021-03-22,83,127,11,33,1,44,0.28,High
P51765,2024-03-05,2024-09-24,155,203,22,97,5,48,-0.01,High
P59011,2024-11-24,2025-08-18,226,267,22,29,0,41,0.12,High
P14482,2020-06-12,2020-10-27,141,137,14,85,4,-4,0.15,Medium
P52468,2024-03-30,2024-10-14,221,198,14,73,0,-23,0.32,High
P27802,2021-10-12,2022-07-03,230,264,8,86,2,34,0.39,High
P48082,2023-10-22,2024-05-06,176,197,16,5,16,21,0.31,High
P18013,2020-10-19,2021-01-15,117,88,22,68,9,-29,0.48,High
P33666,2022-05-14,2023-01-03,225,234,17,65,11,9,0.57,High
P14815,2020-06-24,2020-09-28,81,96,26,47,10,15,0.56,High
P35043,2022-07-03,2023-01-18,195,199,22,49,4,4,0.4,High
P45148,2023-07-07,2023-09-27,109,82,8,69,5,-27,0.33,High
P38674,2022-11-13,2023-02-06,96,85,6,73,2,-11,0.21,High
P58486,2024-11-05,2025-02-06,72,93,21,38,5,21,-0.06,Medium
P24473,2021-06-12,2021-08-05,79,54,27,94,1,-25,-0.02,Low
P10987,2020-02-06,2020-10-21,222,258,6,12,6,36,0.33,High
P31894,2022-03-10,2022-08-09,108,152,12,71,6,44,0.59,High
P11898,2020-03-10,2020-09-01,125,175,7,35,18,50,-0.07,High
P45975,2023-08-06,2023-12-22,138,138,13,12,6,0,0.27,High
P26336,2021-08-19,2022-04-01,226,225,10,80,6,-1,0.22,High
P55323,2024-07-13,2025-01-10,126,181,11,58,6,55,0.16,High
P52873,2024-04-14,2024-06-20,87,67,17,45,0,-20,0.51,High
P44751,2023-06-23,2024-01-18,237,209,13,60,19,-28,0.2,High
P46514,2023-08-26,2024-04-18,214,236,15,29,0,22,0.52,High
P43646,2023-05-13,2024-01-12,190,244,29,79,12,54,0.36,High
P29785,2021-12-23,2022-06-14,184,173,19,49,16,-11,0.47,High
P47177,2023-09-19,2024-01-20,68,123,28,83,8,55,0.49,High
P53173,2024-04-25,2024-10-22,150,180,8,4,3,30,0.58,High
P47035,2023-09-14,2024-05-13,234,242,28,6,4,8,0.13,Medium
P22551,2021-04-03,2021-12-18,221,259,26,52,13,38,0.1,High
P38658,2022-11-12,2023-05-11,123,180,17,13,13,57,0.22,High
P18894,2020-11-20,2021-07-04,222,226,18,86,0,4,0.54,High
P46971,2023-09-12,2024-03-17,199,187,18,57,3,-12,0.04,Low
P53655,2024-05-13,2025-01-03,184,235,18,51,6,51,0.03,High
P23243,2021-04-28,2021-09-06,144,131,22,57,13,-13,0.35,High
P26582,2021-08-28,2022-05-19,239,264,7,28,13,25,-0.05,High
P22600,2021-04-05,2021-08-02,75,119,24,42,15,44,0.03,High
P47826,2023-10-13,2024-02-22,143,132,28,21,16,-11,0.17,High
P54594,2024-06-16,2024-07-24,63,38,8,70,13,-25,0.3,High
P18532,2020-11-07,2021-06-17,187,222,18,34,3,35,0.3,High
P44022,2023-05-27,2023-12-15,183,202,16,40,17,19,0.49,High
P25734,2021-07-28,2021-10-25,119,89,17,26,9,-30,0.33,High
P43858,2023-05-21,2024-02-01,233,256,8,23,17,23,0.14,High
P43455,2023-05-06,2023-07-19,72,74,16,9,16,2,0.22,High
P17385,2020-09-26,2020-12-24,63,89,19,70,11,26,0.19,High
P56528,2024-08-26,2025-02-15,119,173,20,29,8,54,-0.04,High
P18898,2020-11-20,2021-07-20,195,242,27,55,12,47,0.44,High
P49351,2023-12-08,2024-05-13,115,157,5,2,10,42,0.52,High
P18673,2020-11-12,2021-02-21,109,101,11,32,19,-8,0.16,High
P52220,2024-03-21,2024-12-03,198,257,14,20,12,59,0.1,High
P50487,2024-01-18,2024-07-22,188,186,27,37,4,-2,0.1,Low
P45982,2023-08-07,2024-03-31,239,237,15,71,17,-2,0.0,High
P30237,2022-01-09,2022-07-23,189,195,27,57,8,6,0.35,High
P41185,2023-02-12,2023-09-08,190,208,9,73,1,18,0.36,High
P58985,2024-11-23,2025-04-08,158,136,15,5,19,-22,0.6,High
P40155,2023-01-06,2023-06-18,163,163,13,85,14,0,-0.02,High
P27756,2021-10-10,2022-05-16,198,218,24,50,15,20,0.33,High
P18636,2020-11-11,2021-06-21,175,222,14,76,11,47,0.46,High
P34742,2022-06-22,2022-12-05,108,166,20,78,13,58,0.31,High
P50524,2024-01-19,2024-06-09,89,142,23,5,18,53,0.54,High
P30643,2022-01-23,2022-04-05,66,72,16,59,14,6,0.25,High
P23925,2021-05-23,2021-11-03,110,164,13,56,14,54,0.47,High
P18991,2020-11-24,2021-02-16,82,84,15,53,16,2,0.34,High
P49812,2023-12-24,2024-03-19,106,86,11,53,2,-20,0.58,High
P26649,2021-08-31,2021-12-04,93,95,6,6,13,2,0.22,High
P22288,2021-03-24,2021-08-08,160,137,9,38,4,-23,0.29,High
P14176,2020-06-01,2020-12-01,212,183,21,51,16,-29,0.54,High
P21070,2021-02-08,2021-05-10,103,91,22,59,11,-12,0.2,High
P29782,2021-12-23,2022-03-20,106,87,26,35,16,-19,0.12,High
P13165,2020-04-25,2020-10-19,172,177,21,27,10,5,0.58,High
P30406,2022-01-15,2022-07-02,136,168,24,99,3,32,0.27,High
P37554,2022-10-03,2023-02-03,136,123,11,44,13,-13,0.4,High
P59302,2024-12-05,2025-08-18,239,256,10,47,15,17,0.02,High
P31756,2022-03-05,2022-07-26,86,143,12,22,14,57,0.28,High
P43282,2023-04-30,2023-11-20,165,204,21,66,9,39,0.33,High
P33402,2022-05-04,2022-11-21,147,201,23,61,5,54,0.45,High
P42236,2023-03-23,2024-01-07,237,290,15,42,8,53,0.18,High
P59682,2024-12-19,2025-08-11,227,235,13,96,1,8,0.31,High
P27935,2021-10-16,2021-12-25,81,70,15,46,7,-11,0.3,High
P41157,2023-02-11,2023-07-20,153,159,23,98,5,6,0.16,Medium
P13592,2020-05-11,2020-09-17,85,129,15,81,14,44,0.44,High
P28501,2021-11-06,2022-05-26,194,201,5,8,17,7,0.4,High
P40262,2023-01-10,2023-09-11,193,244,14,77,17,51,0.23,High
P49294,2023-12-06,2024-01-16,70,41,21,99,9,-29,0.05,Low
P59563,2024-12-15,2025-07-31,198,228,25,78,18,30,0.19,High
P15714,2020-07-27,2021-02-27,203,215,23,15,19,12,0.06,High
P33548,2022-05-09,2022-08-10,82,93,17,74,18,11,0.07,High
P41180,2023-02-12,2023-10-23,199,253,24,66,11,54,0.21,High
P32015,2022-03-15,2022-07-26,148,133,10,28,15,-15,0.5,High
P26166,2021-08-13,2021-12-29,88,138,14,85,1,50,0.08,High
P24450,2021-06-11,2021-11-29,121,171,6,76,1,50,0.41,High
P57434,2024-09-28,2025-05-05,189,219,16,95,5,30,-0.06,Medium
P29719,2021-12-21,2022-08-18,198,240,27,97,16,42,0.15,High
P58292,2024-10-29,2025-04-27,144,180,26,74,16,36,-0.02,High
P17986,2020-10-18,2021-03-02,108,135,26,14,11,27,0.1,High
P19178,2020-12-01,2021-05-03,152,153,25,5,11,1,0.04,High
P30924,2022-02-03,2022-07-28,177,175,6,86,9,-2,0.55,High
P16096,2020-08-10,2021-02-13,211,187,27,53,14,-24,0.57,High
P36204,2022-08-14,2023-01-24,174,163,24,80,2,-11,0.04,Low
P29451,2021-12-11,2022-09-04,239,267,19,42,19,28,0.06,High
P23645,2021-05-13,2021-07-12,83,60,14,0,2,-23,0.57,High
P11494,2020-02-24,2020-08-10,127,168,17,28,18,41,0.02,High
P39248,2022-12-04,2023-04-07,114,124,13,6,4,10,0.18,Medium
P29640,2021-12-18,2022-02-14,64,58,11,82,6,-6,0.42,High
P22256,2021-03-23,2021-08-10,109,140,19,84,16,31,0.01,High
P21509,2021-02-24,2021-09-06,191,194,29,14,7,3,-0.05,Low
P33266,2022-04-29,2022-09-28,147,152,16,83,4,5,0.1,Low
P26340,2021-08-19,2022-03-15,171,208,26,31,11,37,0.01,High
P41155,2023-02-11,2023-08-09,127,179,21,17,14,52,-0.01,High
P30413,2022-01-15,2022-06-07,164,143,28,0,6,-21,0.51,High
P36006,2022-08-07,2023-02-21,168,198,25,75,13,30,0.06,High
P31725,2022-03-04,2022-10-01,163,211,10,6,5,48,0.28,High
P11104,2020-02-10,2020-05-31,106,111,27,16,15,5,-0.01,High
P33170,2022-04-26,2022-08-11,81,107,7,73,9,26,0.23,High
P27713,2021-10-08,2022-04-02,192,176,7,68,4,-16,0.22,High
P18654,2020-11-12,2021-06-11,236,211,16,87,5,-25,0.53,High
P16447,2020-08-23,2021-05-15,229,265,8,70,12,36,0.55,High
P23517,2021-05-08,2021-09-11,117,126,22,46,19,9,0.58,High
P16277,2020-08-17,2020-11-05,78,80,15,86,11,2,0.19,High
P57143,2024-09-17,2024-12-30,87,104,23,54,7,17,0.4,High
P50552,2024-01-20,2024-06-03,93,135,20,50,4,42,0.22,High
P27531,2021-10-02,2022-04-26,207,206,13,29,0,-1,0.5,High
P31430,2022-02-21,2022-06-29,107,128,13,79,5,21,0.5,High
P15202,2020-07-08,2020-11-25,103,140,9,0,13,37,-0.04,High
P16543,2020-08-26,2021-03-05,174,191,5,75,7,17,-0.06,Medium
P16542,2020-08-26,2021-02-18,186,176,7,34,8,-10,0.03,Low
P32987,2022-04-19,2022-10-19,179,183,23,60,6,4,0.35,High
P27276,2021-09-22,2022-05-02,196,222,21,78,18,26,0.24,High
P28869,2021-11-20,2021-12-26,65,36,24,5,17,-29,0.27,High
P11080,2020-02-09,2020-08-25,195,198,13,74,7,3,0.56,High
P43965,2023-05-25,2024-01-27,221,247,15,97,9,26,0.47,High
P26396,2021-08-21,2022-03-13,216,204,15,40,12,-12,-0.02,High
P14606,2020-06-17,2020-12-23,202,189,20,51,14,-13,0.2,High
P19421,2020-12-10,2021-06-30,188,202,26,70,2,14,-0.02,Medium
P27392,2021-09-27,2022-02-24,155,150,19,3,16,-5,-0.06,High
P19010,2020-11-25,2021-04-29,106,155,22,93,0,49,0.2,High
P56809,2024-09-05,2025-03-24,213,200,27,39,7,-13,0.02,Low
P14039,2020-05-27,2020-11-09,150,166,23,98,12,16,0.09,High
P55203,2024-07-08,2024-11-25,145,140,28,17,11,-5,0.59,High
P10366,2020-01-14,2020-06-03,119,141,8,50,16,22,0.14,High
P18600,2020-11-10,2021-01-09,76,60,29,30,11,-16,-0.06,High
P26199,2021-08-14,2021-10-25,88,72,24,38,8,-16,-0.01,Low
P25543,2021-07-21,2022-01-09,129,172,23,52,10,43,0.54,High
P36044,2022-08-09,2022-10-03,82,55,15,92,13,-27,0.59,High
P36056,2022-08-09,2023-04-23,215,257,5,80,19,42,0.06,High
P36592,2022-08-29,2023-03-04,198,187,16,27,7,-11,0.05,Low
P38453,2022-11-05,2023-04-25,197,171,21,39,8,-26,0.0,Low
P16510,2020-08-25,2021-01-23,161,151,19,87,13,-10,0.19,High
P24860,2021-06-26,2022-04-09,232,287,24,95,17,55,0.13,High
P31842,2022-03-08,2022-10-06,239,212,24,20,1,-27,0.6,High
P51582,2024-02-27,2024-08-06,131,161,5,20,12,30,0.48,High
P33317,2022-05-01,2022-08-15,63,106,11,53,9,43,-0.02,High
P20734,2021-01-27,2021-04-07,100,70,18,32,12,-30,0.15,High
P42888,2023-04-16,2023-08-30,137,136,8,9,10,-1,0.04,Low
P39691,2022-12-20,2023-05-04,99,135,8,89,11,36,0.42,High
P24540,2021-06-15,2022-01-05,175,204,25,89,16,29,0.54,High
P32326,2022-03-26,2022-11-08,209,227,8,97,4,18,0.43,High
P18328,2020-10-31,2021-06-03,203,215,19,23,10,12,0.44,High
P41496,2023-02-24,2023-10-12,199,230,17,65,18,31,0.11,High
P52379,2024-03-27,2024-09-02,158,159,6,93,10,1,0.33,High
P33535,2022-05-09,2022-12-23,189,228,9,83,8,39,0.23,High
P36555,2022-08-27,2023-04-14,185,230,20,3,4,45,0.37,High
P30641,2022-01-23,2022-08-22,217,211,26,21,16,-6,0.0,High
P20474,2021-01-17,2021-09-01,193,227,12,54,11,34,0.0,High
P32777,2022-04-11,2022-06-19,79,69,23,52,1,-10,0.44,High
P58262,2024-10-28,2025-01-31,116,95,20,19,12,-21,0.15,High
P53096,2024-04-22,2024-07-19,88,88,18,34,6,0,0.46,High
P58106,2024-10-22,2025-05-23,229,213,27,77,8,-16,0.19,Medium
P23518,2021-05-08,2021-11-13,138,189,16,57,16,51,0.31,High
P39014,2022-11-25,2023-06-25,179,212,12,11,0,33,0.23,High
P41599,2023-02-28,2023-05-22,101,83,13,43,11,-18,0.16,High
P46657,2023-08-31,2024-05-01,239,244,23,3,11,5,0.27,High
P50148,2024-01-06,2024-07-11,186,187,28,4,9,1,0.3,High
P27125,2021-09-17,2022-02-12,110,148,11,78,12,38,0.1,High
P28367,2021-11-01,2022-02-25,116,116,7,65,12,0,0.52,High
P21253,2021-02-14,2021-06-17,152,123,24,86,7,-29,-0.02,Low
P14373,2020-06-08,2020-12-01,138,176,23,68,3,38,0.15,High
P32563,2022-04-04,2022-08-04,96,122,19,14,2,26,0.37,High
P57431,2024-09-28,2025-03-19,199,172,21,97,19,-27,0.23,High
P21550,2021-02-25,2021-09-19,188,206,19,4,13,18,0.14,High
P18812,2020-11-17,2021-06-24,210,219,13,13,2,9,0.43,High
P59937,2024-12-28,2025-07-25,223,209,15,97,3,-14,0.33,High
P35727,2022-07-28,2023-04-24,217,270,14,1,8,53,0.36,High
P30659,2022-01-24,2022-03-27,90,62,12,31,8,-28,0.22,High
P45192,2023-07-09,2023-08-17,63,39,14,23,3,-24,0.11,Medium
P41206,2023-02-13,2023-08-16,145,184,5,95,3,39,0.29,High
P46929,2023-09-10,2024-04-02,174,205,15,97,5,31,0.21,High
P18151,2020-10-24,2021-03-26,140,153,18,78,9,13,0.36,High
P35484,2022-07-19,2023-01-17,134,182,20,63,15,48,0.37,High
P25314,2021-07-13,2022-01-22,196,193,27,58,15,-3,0.28,High
P56900,2024-09-08,2025-05-10,216,244,13,16,4,28,0.21,High
P16392,2020-08-21,2021-03-28,203,219,21,92,8,16,0.35,High
P48952,2023-11-23,2024-03-29,116,127,22,57,16,11,0.53,High
P23794,2021-05-18,2021-10-12,137,147,9,53,7,10,0.02,Low
P25419,2021-07-17,2021-11-19,116,125,17,9,0,9,0.19,Medium
P10226,2020-01-09,2020-05-20,155,132,22,45,3,-23,0.11,Medium
P14470,2020-06-12,2020-07-21,67,39,16,38,8,-28,0.15,Medium
P59720,2024-12-20,2025-04-01,110,102,26,57,10,-8,0.17,Medium
P23098,2021-04-23,2021-11-29,204,220,11,82,1,16,0.11,Medium
P59216,2024-12-02,2025-07-07,186,217,19,3,10,31,0.01,High
P29735,2021-12-21,2022-05-24,119,154,5,68,7,35,0.23,High
P50578,2024-01-21,2024-07-28,212,189,7,13,19,-23,0.37,High
P55049,2024-07-03,2024-08-19,62,47,18,82,10,-15,0.01,Low
P41856,2023-03-09,2023-10-19,170,224,13,41,9,54,0.12,High
P21572,2021-02-26,2021-06-15,76,109,26,77,6,33,0.3,High
P18236,2020-10-27,2021-03-29,136,153,9,38,10,17,0.57,High
P45764,2023-07-30,2023-11-26,103,119,13,48,9,16,0.26,High
P25642,2021-07-25,2022-02-13,185,203,10,45,3,18,-0.04,Medium
P57618,2024-10-05,2025-02-03,98,121,18,71,9,23,0.15,Medium
P20910,2021-02-02,2021-04-23,86,80,10,18,3,-6,0.58,High
P25421,2021-07-17,2022-01-17,138,184,12,22,13,46,-0.05,High
P38860,2022-11-19,2023-03-22,71,123,19,8,15,52,0.46,High
P38218,2022-10-27,2023-03-28,174,152,5,57,10,-22,0.08,Low
P25430,2021-07-17,2022-01-22,167,189,23,52,14,22,0.4,High
P21382,2021-02-19,2021-10-11,185,234,29,94,19,49,-0.04,High
P38838,2022-11-19,2023-03-30,83,131,13,34,15,48,0.37,High
P18857,2020-11-19,2021-04-17,170,149,21,40,15,-21,0.25,High
P44714,2023-06-21,2023-12-17,199,179,28,50,15,-20,0.34,High
P48345,2023-11-01,2024-06-20,219,232,16,51,7,13,0.37,High
P12588,2020-04-04,2020-07-06,69,93,16,63,12,24,0.34,High
P53583,2024-05-10,2024-10-31,202,174,23,35,19,-28,0.55,High
P33902,2022-05-22,2022-11-26,171,188,20,47,18,17,0.15,High
P38227,2022-10-27,2023-05-13,191,198,21,44,10,7,0.49,High
P17623,2020-10-05,2021-07-08,233,276,6,64,13,43,0.39,High
P11873,2020-03-09,2020-09-22,215,197,5,0,1,-18,0.33,High
P15376,2020-07-15,2020-11-16,148,124,25,56,8,-24,0.48,High
P58415,2024-11-03,2024-12-15,67,42,29,55,5,-25,0.06,Low
P33992,2022-05-26,2023-01-23,232,242,7,50,5,10,0.06,Low
P23665,2021-05-14,2022-02-03,235,265,5,19,1,30,0.43,High
P39222,2022-12-03,2023-06-18,191,197,19,90,14,6,0.05,High
P10181,2020-01-07,2020-06-09,172,154,23,70,0,-18,0.38,High
P36602,2022-08-29,2023-03-20,216,203,10,28,13,-13,0.59,High
P35049,2022-07-03,2023-02-22,215,234,19,28,4,19,0.19,Medium
P44315,2023-06-07,2023-11-18,165,164,11,96,15,-1,0.09,High
P54459,2024-06-11,2024-09-13,103,94,9,35,13,-9,0.07,High
P34943,2022-06-29,2022-10-26,63,119,19,98,0,56,0.26,High
P50717,2024-01-27,2024-08-18,225,204,25,24,19,-21,0.4,High
P36231,2022-08-15,2022-09-29,72,45,23,84,0,-27,0.34,High
P36904,2022-09-09,2023-01-29,125,142,18,7,18,17,0.48,High
P10045,2020-01-02,2020-04-30,148,119,16,96,7,-29,0.11,Medium
P55578,2024-07-22,2025-03-25,209,246,8,92,8,37,-0.03,High
P41928,2023-03-12,2023-06-21,85,101,17,7,4,16,-0.05,Medium
P20670,2021-01-24,2021-05-02,76,98,26,61,0,22,0.3,High
P18958,2020-11-23,2021-02-28,81,97,10,12,11,16,-0.0,High
P22531,2021-04-02,2021-07-05,106,94,6,41,4,-12,0.03,Low
P12382,2020-03-27,2020-06-26,73,91,15,64,4,18,0.39,High
P35722,2022-07-28,2023-03-06,178,221,15,63,15,43,-0.06,High
P57535,2024-10-02,2025-03-10,143,159,29,91,13,16,0.13,High
P44257,2023-06-05,2023-11-07,156,155,22,33,5,-1,0.11,Medium
P42582,2023-04-04,2023-11-10,163,220,5,31,11,57,0.17,High
P19941,2020-12-29,2021-07-23,168,206,23,68,4,38,0.14,High
P56879,2024-09-08,2024-11-08,71,61,19,58,5,-10,0.04,Low
P44623,2023-06-18,2024-01-04,148,200,19,6,11,52,0.15,High
P42026,2023-03-15,2023-07-25,126,132,23,42,11,6,0.03,High
P33418,2022-05-05,2022-08-25,100,112,9,29,17,12,0.27,High
P50514,2024-01-19,2024-04-23,125,95,21,85,4,-30,0.2,Medium
P42544,2023-04-03,2023-08-26,152,145,28,47,16,-7,0.5,High
P49654,2023-12-19,2024-06-02,114,166,14,72,19,52,0.39,High
P26267,2021-08-17,2021-12-20,137,125,23,95,12,-12,0.51,High
P53198,2024-04-26,2024-11-27,226,215,28,86,8,-11,0.6,High
P23554,2021-05-10,2021-08-21,86,103,24,41,8,17,0.04,Medium
P34101,2022-05-30,2022-07-21,70,52,10,31,9,-18,0.09,Low
P56231,2024-08-15,2024-10-16,84,62,6,6,4,-22,0.15,Medium
P11184,2020-02-13,2020-06-13,140,121,11,33,1,-19,0.47,High
P34867,2022-06-27,2022-12-09,116,165,11,58,18,49,0.33,High
P43989,2023-05-26,2023-10-07,101,134,28,82,2,33,-0.01,High
P47046,2023-09-14,2024-06-01,231,261,8,92,17,30,0.5,High
P19872,2020-12-26,2021-04-08,132,103,13,25,18,-29,0.57,High
P35783,2022-07-30,2023-02-20,195,205,5,61,19,10,-0.04,High
P46059,2023-08-09,2024-03-31,229,235,29,5,15,6,-0.06,High
P14581,2020-06-16,2020-12-19,204,186,23,83,14,-18,0.24,High
P50302,2024-01-11,2024-08-31,233,233,24,94,18,0,0.12,High
P40641,2023-01-24,2023-07-24,168,181,24,2,18,13,0.23,High
P23417,2021-05-04,2021-11-21,146,201,12,54,11,55,0.5,High
P26612,2021-08-29,2022-02-01,109,156,22,13,14,47,0.57,High
P39977,2022-12-30,2023-07-25,180,207,26,43,4,27,0.38,High
P34054,2022-05-28,2023-01-11,212,228,6,32,13,16,0.07,High
P24366,2021-06-08,2022-03-19,235,284,18,58,12,49,0.36,High
P59656,2024-12-18,2025-03-24,123,96,25,0,6,-27,0.24,High
P59921,2024-12-28,2025-05-07,103,130,14,80,14,27,-0.09,High
P39160,2022-11-30,2023-03-24,136,114,15,1,6,-22,0.04,Low
P39819,2022-12-25,2023-02-21,70,58,7,17,15,-12,-0.09,High
P30097,2022-01-03,2022-04-26,137,113,29,75,1,-24,0.59,High
P38292,2022-10-30,2023-05-04,151,186,17,40,2,35,0.37,High
P52747,2024-04-10,2024-10-19,192,192,19,87,9,0,0.48,High
P55882,2024-08-02,2025-02-23,202,205,11,78,8,3,-0.08,Low
P23332,2021-05-01,2021-11-07,217,190,6,40,9,-27,0.55,High
P31192,2022-02-12,2022-10-31,219,261,20,52,3,42,0.27,High
P28994,2021-11-24,2022-05-23,176,180,28,72,15,4,0.5,High
P24186,2021-06-02,2021-09-25,131,115,5,18,13,-16,0.34,High
P30352,2022-01-13,2022-05-31,91,138,19,39,4,47,0.57,High
P16489,2020-08-24,2021-03-13,165,201,21,90,8,36,0.42,High
P30603,2022-01-22,2022-08-28,205,218,28,20,18,13,0.26,High
P32435,2022-03-30,2022-06-19,92,81,19,43,3,-11,0.3,High
P36580,2022-08-28,2023-03-03,199,187,18,59,12,-12,0.12,High
P16155,2020-08-12,2021-05-30,232,291,29,13,3,59,0.45,High
P37328,2022-09-25,2023-05-28,220,245,15,59,16,25,0.57,High
P46404,2023-08-22,2024-02-09,127,171,28,80,6,44,0.27,High
P17173,2020-09-18,2021-04-29,188,223,13,85,0,35,0.39,High
P58998,2024-11-24,2025-03-21,114,117,25,79,3,3,0.24,High
P55134,2024-07-06,2024-10-13,92,99,8,90,16,7,0.06,High
P46564,2023-08-28,2024-04-01,233,217,19,98,16,-16,0.41,High
P58677,2024-11-12,2025-07-17,205,247,25,34,6,42,0.07,High
P54114,2024-05-30,2024-08-11,68,73,7,28,13,5,0.56,High
P24442,2021-06-11,2021-12-29,210,201,14,37,10,-9,0.46,High
P20435,2021-01-16,2021-09-10,182,237,17,25,16,55,0.31,High
P49128,2023-11-29,2024-03-10,109,102,21,92,4,-7,0.47,High
P48034,2023-10-21,2024-03-28,119,159,20,74,0,40,0.3,High
P59868,2024-12-26,2025-04-23,90,118,8,64,11,28,0.16,High
P48797,2023-11-17,2024-04-07,136,142,27,52,4,6,-0.01,Low
P32511,2022-04-02,2022-07-18,124,107,19,45,19,-17,0.55,High
P37956,2022-10-17,2023-02-10,90,116,15,66,9,26,-0.05,Medium
P35595,2022-07-23,2022-12-12,167,142,18,65,18,-25,0.27,High
P57352,2024-09-25,2025-05-16,214,233,28,55,8,19,-0.08,Medium
P14491,2020-06-13,2020-12-06,173,176,13,74,10,3,0.31,High
P56814,2024-09-05,2025-05-02,218,239,16,89,16,21,0.19,High
P46327,2023-08-19,2024-02-06,122,171,6,10,19,49,0.53,High
P34986,2022-07-01,2022-09-20,88,81,21,30,3,-7,0.33,High
P46350,2023-08-20,2024-01-26,162,159,26,97,3,-3,0.46,High
P53889,2024-05-21,2025-01-29,221,253,5,49,8,32,0.27,High
P35583,2022-07-23,2022-09-15,77,54,7,27,5,-23,0.36,High
P19427,2020-12-10,2021-02-24,95,76,7,97,3,-19,0.47,High
P54126,2024-05-30,2024-07-21,63,52,18,78,8,-11,0.38,High
P30271,2022-01-10,2022-07-26,186,197,9,57,0,11,0.37,High
P12503,2020-04-01,2020-09-27,189,179,7,21,18,-10,0.06,High
P34974,2022-07-01,2022-11-25,134,147,24,99,4,13,0.16,Medium
P54867,2024-06-26,2024-09-08,93,74,27,86,14,-19,0.0,High
P34659,2022-06-19,2023-02-05,188,231,24,63,4,43,0.15,High
P11689,2020-03-02,2020-08-22,200,173,14,87,2,-27,0.32,High
P59580,2024-12-15,2025-05-31,111,167,23,71,18,56,0.3,High
P20808,2021-01-29,2021-08-11,187,194,16,58,4,7,0.09,Low
P13257,2020-04-28,2020-10-19,165,174,15,11,5,9,0.39,High
P21020,2021-02-06,2021-05-24,92,107,9,0,3,15,0.42,High
P58082,2024-10-21,2025-03-21,117,151,20,4,5,34,0.54,High
P22358,2021-03-27,2021-08-09,80,135,19,31,10,55,0.46,High
P35567,2022-07-22,2022-10-24,86,94,25,91,19,8,0.23,High
P40445,2023-01-16,2023-07-27,176,192,11,4,15,16,0.01,High
P14193,2020-06-02,2021-01-08,210,220,6,20,8,10,0.11,Medium
P49330,2023-12-07,2024-02-17,76,72,26,7,2,-4,0.14,Medium
P59728,2024-12-21,2025-04-10,120,110,11,69,11,-10,0.44,High
P34611,2022-06-17,2022-11-19,155,155,14,61,15,0,0.48,High
P21760,2021-03-05,2021-08-31,169,179,6,63,0,10,0.39,High
P18811,2020-11-17,2021-02-09,66,84,11,22,7,18,0.25,High
P18318,2020-10-30,2021-01-29,72,91,5,34,10,19,0.28,High
P20151,2021-01-05,2021-05-04,110,119,19,61,10,9,-0.1,Low
P16060,2020-08-09,2020-11-22,91,105,22,60,10,14,0.46,High
P48868,2023-11-20,2024-02-13,114,85,29,62,11,-29,0.39,High
P34414,2022-06-10,2022-11-13,143,156,14,14,13,13,0.05,High
P15046,2020-07-03,2020-12-07,186,157,25,29,10,-29,0.22,High
P33538,2022-05-09,2022-12-14,202,219,22,5,6,17,0.17,Medium
P39240,2022-12-03,2023-05-10,164,158,14,80,3,-6,0.12,Medium
P38877,2022-11-20,2023-05-29,203,190,24,87,0,-13,-0.04,Low
P36961,2022-09-11,2023-03-01,163,171,12,2,14,8,0.27,High
P34632,2022-06-18,2022-12-07,195,172,15,74,13,-23,-0.09,High
P32928,2022-04-17,2022-07-14,90,88,11,68,16,-2,0.15,High
P14352,2020-06-07,2021-03-01,217,267,25,81,7,50,0.36,High
P10957,2020-02-04,2020-06-20,123,137,21,51,2,14,0.39,High
P12015,2020-03-14,2020-07-16,139,124,27,0,1,-15,0.28,High
P15497,2020-07-19,2021-03-13,185,237,5,92,17,52,-0.09,High
P32484,2022-04-01,2022-09-18,193,170,19,35,14,-23,-0.01,High
P22599,2021-04-05,2021-07-05,84,91,17,32,13,7,0.42,High
P45008,2023-07-02,2023-11-26,167,147,13,43,0,-20,0.33,High
P16236,2020-08-15,2021-04-02,214,230,14,21,0,16,0.59,High
P35633,2022-07-25,2023-01-30,216,189,19,66,6,-27,0.03,Low
P31556,2022-02-26,2022-07-08,121,132,12,50,3,11,0.0,Medium
P57929,2024-10-16,2025-04-28,152,194,21,76,3,42,0.54,High
P42283,2023-03-24,2023-10-16,157,206,6,39,11,49,0.22,High
P17055,2020-09-14,2021-03-15,189,182,25,60,7,-7,0.55,High
P31109,2022-02-09,2022-08-08,177,180,6,44,16,3,0.22,High
P32501,2022-04-01,2022-11-12,212,225,27,0,1,13,0.49,High
P57476,2024-09-29,2025-03-13,169,165,28,51,17,-4,0.56,High
P19652,2020-12-18,2021-05-21,131,154,7,37,10,23,0.05,Medium
P37777,2022-10-11,2023-01-17,76,98,6,26,4,22,0.09,Medium
P20042,2021-01-01,2021-10-15,231,287,14,54,14,56,0.54,High
P27389,2021-09-27,2022-03-27,158,181,7,83,9,23,0.58,High
