project_id,start_date,end_date,planned_duration_days,actual_duration_days,team_size,num_bugs,num_change_requests,delivery_delay_days,budget_overrun_pct,predicted_risk
P17511,2020-10-01,2021-04-06,167,187,20,18,1,20,0.23,High
P58020,2024-10-19,2025-03-12,134,144,18,18,5,10,0.41,High
P13799,2020-05-18,2020-09-25,113,130,26,38,17,17,0.01,High
P28389,2021-11-02,2022-05-16,175,195,15,67,12,20,0.11,High
P40879,2023-02-01,2023-10-05,191,246,15,23,5,55,0.27,High
P13767,2020-05-17,2020-08-10,100,85,6,76,2,-15,0.44,High
P59364,2024-12-07,2025-05-11,110,155,6,23,12,45,0.58,High
P31668,2022-03-02,2022-08-05,101,156,21,65,6,55,0.28,High
P16220,2020-08-15,2020-12-23,82,130,12,42,2,48,0.02,High
P54833,2024-06-25,2024-10-01,122,98,29,34,17,-24,0.05,High
P19291,2020-12-05,2021-05-01,138,147,20,4,18,9,0.23,High
P44964,2023-06-30,2024-01-13,180,197,21,27,8,17,0.3,High
P25021,2021-07-02,2021-12-19,196,170,8,45,3,-26,0.4,High
P18692,2020-11-13,2021-04-10,126,148,28,12,19,22,0.19,High
P32661,2022-04-07,2022-07-31,110,115,17,36,18,5,0.01,High
P39548,2022-12-15,2023-03-10,91,85,28,23,4,-6,0.48,High
P49627,2023-12-18,2024-04-17,124,121,13,26,10,-3,0.19,Medium
P58582,2024-11-09,2025-04-22,189,164,11,65,11,-25,0.34,High
P34070,2022-05-29,2022-11-27,209,182,29,37,13,-27,0.42,High
P20807,2021-01-29,2021-08-04,157,187,14,12,1,30,0.42,High
P51503,2024-02-24,2024-06-15,76,112,13,39,17,36,0.22,High
P46694,2023-09-02,2024-02-14,150,165,16,5,11,15,0.3,High
P20824,2021-01-30,2021-03-23,71,52,16,22,8,-19,0.1,Low
P23924,2021-05-23,2021-09-23,139,123,11,37,9,-16,0.38,High
P37296,2022-09-23,2023-06-14,222,264,15,58,11,42,0.39,High
P44700,2023-06-21,2023-10-21,77,122,26,70,15,45,0.09,High
P10214,2020-01-08,2020-09-17,203,253,14,53,2,50,-0.1,High
P18635,2020-11-11,2021-01-15,91,65,20,57,17,-26,0.39,High
P14323,2020-06-06,2021-02-13,228,252,8,85,7,24,0.19,Medium
P44122,2023-05-31,2023-09-26,108,118,19,21,12,10,0.07,High
P53700,2024-05-14,2024-12-31,221,231,16,43,9,10,0.05,Low
P42534,2023-04-03,2023-07-23,117,111,17,11,17,-6,0.46,High
P46616,2023-08-30,2024-04-06,206,220,5,24,16,14,0.43,High
P18023,2020-10-20,2021-05-22,207,214,14,8,16,7,0.39,High
P37531,2022-10-02,2023-02-28,164,149,12,49,12,-15,0.59,High
P44078,2023-05-29,2024-01-10,237,226,9,96,10,-11,-0.01,Low
P10023,2020-01-01,2020-03-19,80,78,18,2,14,-2,0.58,High
P30579,2022-01-21,2022-08-16,235,207,8,1,14,-28,0.54,High
P27319,2021-09-24,2021-12-24,97,91,29,37,13,-6,-0.02,High
P47813,2023-10-12,2024-04-19,143,190,24,97,11,47,-0.06,High
P35661,2022-07-26,2022-11-15,60,112,9,90,17,52,0.23,High
P15336,2020-07-13,2021-01-25,166,196,29,61,14,30,0.04,High
P12392,2020-03-28,2020-06-08,84,72,16,91,7,-12,0.36,High
P51175,2024-02-12,2024-06-28,85,137,16,74,14,52,0.33,High
P55527,2024-07-20,2024-12-13,118,146,22,36,10,28,0.51,High
P44753,2023-06-23,2024-02-18,196,240,12,53,10,44,-0.01,High
P49704,2023-12-21,2024-08-06,183,229,11,93,12,46,0.28,High
P18178,2020-10-25,2020-12-21,73,57,27,69,0,-16,0.2,Medium
P31186,2022-02-12,2022-07-15,159,153,27,25,2,-6,-0.03,Low
P32899,2022-04-16,2022-07-25,97,100,12,94,17,3,0.24,High
P31426,2022-02-21,2022-10-24,187,245,10,56,9,58,0.49,High
P21293,2021-02-16,2021-05-29,61,102,29,84,16,41,-0.06,High
P21050,2021-02-07,2021-07-14,115,157,10,2,1,42,0.52,High
P10230,2020-01-09,2020-08-11,187,215,18,85,10,28,0.32,High
P54238,2024-06-03,2024-10-26,114,145,23,18,5,31,0.18,High
P51791,2024-03-06,2024-08-20,163,167,29,21,1,4,-0.07,Low
P46637,2023-08-31,2024-02-07,135,160,7,73,9,25,0.26,High
P31509,2022-02-24,2022-07-07,102,133,15,65,15,31,0.31,High
P13014,2020-04-20,2020-10-01,118,164,10,19,12,46,0.46,High
P33151,2022-04-25,2022-08-24,92,121,10,29,3,29,0.27,High
P21828,2021-03-07,2021-11-29,238,267,21,95,3,29,0.3,High
P19484,2020-12-12,2021-04-03,104,112,27,9,11,8,0.04,High
P43512,2023-05-08,2023-09-17,111,132,13,94,19,21,0.12,High
P43081,2023-04-23,2023-12-05,219,226,13,98,2,7,0.25,High
P37715,2022-10-09,2023-03-31,179,173,6,73,7,-6,0.31,High
P40446,2023-01-16,2023-07-13,145,178,15,40,6,33,0.33,High
P33507,2022-05-08,2022-12-11,239,217,9,79,8,-22,0.47,High
P30185,2022-01-07,2022-08-30,213,235,22,74,2,22,0.3,High
P46676,2023-09-01,2023-12-27,75,117,22,30,15,42,0.03,High
P55935,2024-08-04,2025-01-13,146,162,29,89,6,16,0.44,High
P44891,2023-06-28,2024-02-02,236,219,19,44,5,-17,0.49,High
P20257,2021-01-09,2021-07-18,150,190,8,35,5,40,0.03,High
P51409,2024-02-21,2024-08-02,174,163,7,34,15,-11,0.47,High
P47808,2023-10-12,2024-04-28,196,199,16,23,12,3,0.51,High
P20270,2021-01-10,2021-05-17,140,127,15,14,5,-13,-0.05,Low
P52588,2024-04-04,2024-10-16,200,195,25,40,6,-5,0.42,High
P20686,2021-01-25,2021-07-04,145,160,26,89,3,15,0.43,High
P14178,2020-06-01,2021-02-05,208,249,27,29,12,41,0.48,High
P20866,2021-01-31,2021-08-18,162,199,12,59,0,37,0.09,High
P53538,2024-05-09,2024-11-21,226,196,27,15,15,-30,0.45,High
P36430,2022-08-23,2023-03-11,216,200,22,85,19,-16,0.12,High
P27283,2021-09-23,2021-11-25,66,63,27,42,14,-3,0.46,High
P57001,2024-09-12,2025-03-17,137,186,19,92,14,49,0.04,High
P47845,2023-10-14,2024-01-11,61,89,26,15,1,28,0.4,High
P42778,2023-04-12,2023-12-19,227,251,5,57,19,24,0.19,High
P54545,2024-06-14,2024-09-11,104,89,28,50,13,-15,0.16,High
P16603,2020-08-29,2021-03-12,175,195,11,69,11,20,0.3,High
P29037,2021-11-26,2022-06-02,129,188,14,21,0,59,0.21,High
P13813,2020-05-19,2020-09-28,133,132,25,69,18,-1,0.4,High
P34385,2022-06-09,2022-07-18,62,39,22,9,2,-23,0.51,High
P37869,2022-10-14,2023-03-03,147,140,11,56,11,-7,0.54,High
P35922,2022-08-04,2023-03-15,224,223,25,75,19,-1,-0.02,High
P13754,2020-05-17,2021-01-02,234,230,27,72,9,-4,0.25,High
P41976,2023-03-13,2023-12-06,227,268,5,66,13,41,0.51,High
P50731,2024-01-27,2024-09-10,189,227,22,74,7,38,0.08,High
P50174,2024-01-07,2024-05-06,131,120,17,1,13,-11,0.08,High
P46958,2023-09-11,2024-06-04,218,267,27,55,3,49,0.26,High
P48406,2023-11-03,2024-03-10,70,128,24,55,3,58,0.5,High
P35891,2022-08-03,2023-01-04,137,154,21,12,6,17,0.4,High
P19299,2020-12-05,2021-04-01,92,117,8,78,11,25,0.33,High
P43607,2023-05-12,2023-09-02,134,113,27,99,2,-21,0.05,Low
P27675,2021-10-07,2022-02-04,114,120,13,45,16,6,0.37,High
P15986,2020-08-06,2020-11-15,72,101,29,94,8,29,0.27,High
P19578,2020-12-15,2021-03-04,98,79,29,41,5,-19,0.37,High
P51842,2024-03-08,2024-05-23,75,76,28,81,5,1,0.5,High
P11840,2020-03-08,2020-09-08,213,184,17,14,10,-29,0.24,High
P46306,2023-08-18,2024-03-15,211,210,15,87,18,-1,0.1,High
P12399,2020-03-28,2020-08-30,127,155,15,16,0,28,0.47,High
P45819,2023-08-01,2023-11-24,107,115,5,37,4,8,0.04,Low
P19000,2020-11-24,2021-06-15,181,203,10,25,12,22,0.08,High
P37806,2022-10-12,2023-04-15,141,185,24,53,12,44,0.13,High
P58721,2024-11-14,2025-01-23,79,70,18,79,12,-9,0.21,High
P53123,2024-04-23,2025-01-24,239,276,23,12,12,37,0.29,High
P45031,2023-07-03,2023-11-13,92,133,8,40,2,41,0.26,High
P24179,2021-06-01,2021-08-03,80,63,11,81,14,-17,0.43,High
P58212,2024-10-26,2025-04-25,154,181,17,82,6,27,0.3,High
P42192,2023-03-21,2023-08-23,124,155,10,46,11,31,0.14,High
P55060,2024-07-03,2024-12-06,175,156,25,52,18,-19,0.34,High
P52217,2024-03-21,2024-10-05,202,198,24,66,8,-4,0.29,High
P25162,2021-07-07,2021-11-19,115,135,28,95,0,20,0.25,High
P14404,2020-06-09,2021-01-13,225,218,24,65,16,-7,0.41,High
P44800,2023-06-24,2023-12-30,178,189,24,97,15,11,0.53,High
P31794,2022-03-06,2022-09-12,131,190,28,80,5,59,0.5,High
P17016,2020-09-13,2021-02-18,139,158,26,69,19,19,0.3,High
P20278,2021-01-10,2021-04-28,129,108,15,61,16,-21,0.23,High
P14053,2020-05-28,2021-01-09,168,226,21,5,9,58,-0.01,High
P17256,2020-09-21,2020-11-15,83,55,28,72,6,-28,-0.05,Low
P12144,2020-03-19,2020-08-02,86,136,18,95,2,50,0.5,High
P36495,2022-08-25,2023-05-22,224,270,16,47,16,46,-0.09,High
P30059,2022-01-02,2022-03-16,63,73,15,90,10,10,0.23,High
P59785,2024-12-23,2025-04-21,63,119,26,17,1,56,0.38,High
P18246,2020-10-28,2021-06-09,221,224,28,12,0,3,0.2,Medium
P14692,2020-06-20,2020-11-11,138,144,17,41,15,6,-0.01,High
P47479,2023-09-30,2023-12-06,79,67,21,14,11,-12,0.23,High
P36447,2022-08-23,2023-02-16,178,177,29,4,14,-1,-0.1,High
P56830,2024-09-06,2025-04-24,239,230,10,31,0,-9,0.11,Medium
P47469,2023-09-30,2024-06-04,192,248,14,30,19,56,-0.01,High
P42718,2023-04-09,2023-10-29,151,203,26,79,2,52,-0.0,High
P16309,2020-08-18,2021-03-08,144,202,25,29,17,58,0.3,High
P56654,2024-08-30,2025-05-07,231,250,9,67,8,19,0.15,Medium
P36796,2022-09-05,2023-01-01,88,118,29,0,9,30,0.59,High
P25215,2021-07-09,2021-09-23,89,76,12,51,14,-13,-0.01,High
P30693,2022-01-25,2022-04-10,66,75,23,52,7,9,0.35,High
P28121,2021-10-23,2022-03-04,111,132,18,58,17,21,-0.02,High
P32351,2022-03-27,2022-10-07,223,194,21,36,19,-29,0.29,High
P36782,2022-09-05,2023-05-29,228,266,8,33,14,38,0.02,High
P27082,2021-09-15,2022-05-20,238,247,9,1,6,9,0.52,High
P17766,2020-10-10,2021-03-28,187,169,20,91,17,-18,0.3,High
P33413,2022-05-05,2022-11-25,193,204,28,7,16,11,0.0,High
P15194,2020-07-08,2021-03-25,239,260,19,4,17,21,0.13,High
P45704,2023-07-27,2023-12-21,123,147,25,9,4,24,0.55,High
P43860,2023-05-21,2023-09-10,123,112,16,15,8,-11,0.46,High
P29797,2021-12-24,2022-04-21,148,118,21,56,15,-30,0.04,High
P13780,2020-05-18,2020-09-23,132,128,5,13,12,-4,0.57,High
P48322,2023-10-31,2024-06-12,224,225,25,74,4,1,0.3,High
P15832,2020-07-31,2021-05-04,223,277,26,19,11,54,0.51,High
P14728,2020-06-21,2020-11-17,107,149,10,85,15,42,0.2,High
P22629,2021-04-06,2021-12-08,232,246,10,84,0,14,0.44,High
P10659,2020-01-25,2020-10-06,218,255,9,14,17,37,0.34,High
P50566,2024-01-21,2024-06-27,113,158,26,80,3,45,0.54,High
P59902,2024-12-27,2025-05-01,103,125,17,63,7,22,0.31,High
P32110,2022-03-18,2022-07-03,69,107,17,33,5,38,0.29,High
P12979,2020-04-18,2020-06-13,62,56,12,31,15,-6,0.58,High
P22917,2021-04-16,2021-09-16,128,153,14,94,6,25,0.29,High
P54909,2024-06-28,2024-11-24,92,149,25,69,19,57,0.16,High
P42011,2023-03-15,2023-08-06,90,144,20,24,12,54,0.17,High
P23287,2021-04-30,2021-12-15,214,229,5,51,6,15,0.22,High
P32011,2022-03-14,2022-12-05,228,266,26,36,14,38,0.29,High
P29265,2021-12-04,2022-04-03,71,120,13,64,6,49,0.45,High
P31093,2022-02-09,2022-07-25,125,166,29,51,3,41,0.0,High
P46565,2023-08-28,2024-03-03,134,188,18,94,13,54,0.09,High
P31112,2022-02-10,2022-06-29,92,139,24,74,9,47,0.08,High
P40952,2023-02-04,2023-04-05,86,60,12,25,1,-26,0.54,High
P41926,2023-03-11,2023-08-27,150,169,22,45,0,19,0.24,High
P54073,2024-05-28,2024-08-30,83,94,29,51,10,11,0.04,Medium
P40782,2023-01-29,2023-08-11,191,194,29,81,5,3,0.06,Low
P54802,2024-06-24,2025-01-04,169,194,23,19,15,25,0.12,High
P25794,2021-07-30,2022-02-22,231,207,11,12,12,-24,0.34,High
P45943,2023-08-05,2024-03-21,207,229,29,63,5,22,0.34,High
P20799,2021-01-29,2021-06-10,153,132,17,88,16,-21,0.53,High
P23708,2021-05-15,2021-08-20,62,97,12,69,1,35,0.03,High
P17180,2020-09-19,2021-02-22,133,156,13,79,12,23,0.25,High
P57428,2024-09-28,2025-05-15,200,229,22,54,3,29,0.1,Medium
P55713,2024-07-27,2025-01-25,157,182,7,72,12,25,0.14,High
P47482,2023-09-30,2024-02-12,151,135,15,68,0,-16,0.59,High
P27535,2021-10-02,2022-02-26,110,147,28,20,2,37,0.14,High
P37681,2022-10-07,2023-04-05,198,180,18,17,11,-18,0.43,High
P35153,2022-07-07,2022-09-11,64,66,10,34,5,2,0.23,High
P55424,2024-07-16,2025-01-20,192,188,9,52,17,-4,0.48,High
P19698,2020-12-20,2021-08-11,212,234,14,16,0,22,0.33,High
P18933,2020-11-22,2021-06-26,212,216,17,4,8,4,-0.1,Low
P50274,2024-01-10,2024-05-10,151,121,6,66,4,-30,0.13,Medium
P16063,2020-08-09,2021-04-03,205,237,21,44,14,32,0.08,High
P55422,2024-07-16,2024-12-23,172,160,22,20,12,-12,-0.07,High
P24005,2021-05-26,2021-10-16,87,143,12,33,19,56,0.31,High
P14767,2020-06-23,2020-11-04,116,134,25,14,5,18,0.08,Medium
P51951,2024-03-12,2024-07-14,116,124,27,22,12,8,0.13,High
P40160,2023-01-06,2023-04-19,127,103,26,72,13,-24,0.52,High
P28781,2021-11-16,2022-03-09,82,113,12,12,10,31,0.4,High
P54739,2024-06-21,2025-01-09,205,202,25,38,17,-3,0.52,High
P42047,2023-03-16,2023-10-13,227,211,19,67,11,-16,0.21,High
P58763,2024-11-15,2025-08-13,238,271,19,93,10,33,0.22,High
P56154,2024-08-12,2025-01-16,145,157,9,85,19,12,-0.09,High
P48765,2023-11-16,2024-04-15,179,151,25,56,17,-28,0.32,High
P30830,2022-01-30,2022-08-18,176,200,5,42,9,24,0.42,High
P16835,2020-09-06,2021-05-03,213,239,27,19,12,26,0.3,High
P20038,2021-01-01,2021-04-20,87,109,28,1,19,22,0.04,High
P21685,2021-03-02,2021-08-31,132,182,9,66,5,50,0.02,High
P59441,2024-12-10,2025-02-27,75,79,13,50,10,4,0.57,High
P25544,2021-07-21,2021-09-09,64,50,5,47,5,-14,-0.03,Low
P59583,2024-12-15,2025-07-05,146,202,14,5,18,56,0.42,High
P39383,2022-12-09,2023-07-11,182,214,21,31,12,32,-0.05,High
P59294,2024-12-05,2025-03-17,129,102,18,46,4,-27,0.22,High
P44837,2023-06-26,2023-09-04,69,70,19,16,14,1,0.53,High
P58218,2024-10-26,2025-06-03,171,220,16,72,3,49,-0.05,High
P15461,2020-07-18,2020-12-15,117,150,28,47,9,33,0.12,High
P46725,2023-09-03,2024-02-25,170,175,12,50,9,5,-0.0,Low
P59000,2024-11-24,2025-04-03,115,130,26,11,6,15,0.11,Medium
P38429,2022-11-04,2023-01-20,67,77,11,28,1,10,0.21,High
P11304,2020-02-17,2020-08-08,162,173,23,92,4,11,0.4,High
P49855,2023-12-26,2024-08-27,225,245,7,26,6,20,0.53,High
P15311,2020-07-12,2021-03-01,235,232,29,41,9,-3,0.58,High
P51086,2024-02-09,2024-09-07,209,211,26,32,16,2,0.02,High
P16935,2020-09-10,2020-12-13,109,94,23,35,15,-15,-0.01,High
P23167,2021-04-25,2021-07-23,97,89,25,34,19,-8,0.13,High
P11201,2020-02-13,2020-09-04,217,204,22,58,14,-13,0.05,High
P28907,2021-11-21,2022-03-05,61,104,18,40,15,43,0.3,High
P17456,2020-09-29,2021-05-23,206,236,5,33,14,30,0.58,High
P34015,2022-05-27,2022-09-13,114,109,27,44,16,-5,0.3,High
P30245,2022-01-09,2022-05-28,132,139,29,21,11,7,0.14,High
P43739,2023-05-17,2023-12-16,236,213,7,41,12,-23,-0.06,High
P49582,2023-12-16,2024-03-30,109,105,21,47,14,-4,0.22,High
P33029,2022-04-21,2022-12-14,210,237,24,78,19,27,0.1,High
P53877,2024-05-21,2024-09-19,100,121,6,77,13,21,0.39,High
P33927,2022-05-23,2022-12-25,221,216,14,15,15,-5,-0.09,High
P15127,2020-07-06,2021-01-09,158,187,29,96,18,29,0.18,High
P14697,2020-06-20,2020-12-20,141,183,16,50,2,42,0.38,High
P40343,2023-01-13,2023-09-06,215,236,6,46,15,21,0.44,High
P50545,2024-01-20,2024-05-29,90,130,12,78,5,40,0.6,High
P56697,2024-09-01,2025-03-30,230,210,23,21,10,-20,0.01,Low
P29363,2021-12-08,2022-05-19,181,162,9,36,2,-19,0.37,High
P31976,2022-03-13,2022-09-24,150,195,8,61,4,45,0.34,High
P31519,2022-02-24,2022-07-01,129,127,17,23,4,-2,0.02,Low
P49044,2023-11-26,2024-07-13,191,230,27,34,4,39,0.21,High
P37298,2022-09-23,2023-01-28,131,127,8,40,2,-4,-0.07,Low
P54106,2024-05-29,2025-01-21,225,237,22,33,19,12,0.15,High
P45302,2023-07-13,2024-03-25,219,256,27,75,11,37,0.31,High
P28620,2021-11-11,2022-01-04,66,54,20,98,11,-12,0.32,High
P10852,2020-02-01,2020-09-20,239,232,12,34,11,-7,-0.07,High
P16888,2020-09-08,2021-04-24,185,228,12,14,17,43,0.38,High
P54365,2024-06-08,2024-08-29,62,82,5,34,2,20,0.14,Medium
P23716,2021-05-15,2022-01-26,200,256,24,98,9,56,0.18,High
P39957,2022-12-30,2023-06-03,130,155,13,47,0,25,0.24,High
P28880,2021-11-20,2022-04-22,157,153,6,9,2,-4,0.25,High
P46478,2023-08-25,2024-02-25,157,184,5,43,18,27,0.0,High
P58702,2024-11-13,2025-05-19,195,187,27,36,1,-8,0.25,High
P28855,2021-11-19,2022-04-01,163,133,12,73,5,-30,0.13,Medium
P44693,2023-06-21,2023-09-04,96,75,28,90,19,-21,0.51,High
P40382,2023-01-14,2023-06-25,191,162,14,38,6,-29,0.51,High
P45234,2023-07-10,2024-02-01,235,206,21,73,15,-29,0.47,High
P18440,2020-11-04,2021-04-13,165,160,7,5,11,-5,0.57,High
P27503,2021-10-01,2022-03-11,164,161,13,63,2,-3,0.41,High
P27644,2021-10-06,2022-05-27,212,233,13,42,5,21,0.58,High
P35315,2022-07-13,2022-12-19,184,159,13,64,17,-25,0.2,High
P47229,2023-09-21,2024-01-02,94,103,18,26,9,9,0.4,High
P57575,2024-10-03,2025-01-20,117,109,15,1,5,-8,0.01,Low
P48759,2023-11-16,2024-06-06,198,203,24,75,16,5,0.06,High
P51591,2024-02-27,2024-07-23,108,147,13,69,13,39,0.11,High
P35948,2022-08-05,2023-01-09,181,157,15,2,0,-24,0.36,High
P12868,2020-04-14,2020-10-18,187,187,16,60,8,0,0.29,High
P45434,2023-07-18,2023-12-08,136,143,24,33,9,7,0.4,High
P45060,2023-07-04,2023-10-10,128,98,22,56,12,-30,0.21,High
P43540,2023-05-09,2023-10-23,194,167,11,84,5,-27,0.33,High
P28407,2021-11-03,2022-02-08,107,97,16,1,11,-10,0.26,High
P29211,2021-12-02,2022-04-17,135,136,26,7,19,1,0.58,High
P57141,2024-09-17,2025-02-06,96,142,8,13,13,46,0.2,High
P24189,2021-06-02,2022-01-04,203,216,7,65,13,13,0.39,High
P57504,2024-09-30,2025-01-21,98,113,12,65,9,15,-0.1,Medium
P27432,2021-09-28,2022-01-11,126,105,18,12,8,-21,0.06,Low
P58685,2024-11-13,2025-05-12,177,180,5,52,0,3,0.19,Medium
P18521,2020-11-07,2021-01-06,75,60,8,5,19,-15,0.18,High
P34462,2022-06-12,2022-08-14,77,63,19,68,6,-14,0.48,High
P32951,2022-04-18,2022-11-28,208,224,26,71,8,16,-0.07,Medium
P41030,2023-02-07,2023-09-02,223,207,13,18,12,-16,-0.09,High
P16908,2020-09-09,2021-03-18,148,190,20,96,10,42,0.52,High
P41097,2023-02-09,2023-07-24,190,165,15,23,14,-25,0.32,High
P28897,2021-11-21,2022-05-18,194,178,22,65,19,-16,0.12,High
P22541,2021-04-03,2021-09-01,138,151,18,64,16,13,0.43,High
P35357,2022-07-15,2022-09-30,66,77,15,96,7,11,0.27,High
P26784,2021-09-04,2022-02-22,200,171,28,35,18,-29,0.1,High
P13069,2020-04-22,2020-08-05,125,105,12,89,13,-20,-0.05,High
P25623,2021-07-24,2022-03-05,221,224,26,21,6,3,0.36,High
P21134,2021-02-10,2021-07-24,169,164,17,96,4,-5,0.53,High
P14459,2020-06-11,2020-11-25,186,167,17,28,2,-19,0.3,High
P50010,2024-01-01,2024-07-16,164,197,7,58,5,33,0.24,High
P44218,2023-06-03,2024-01-29,234,240,25,71,19,6,0.17,High
P56495,2024-08-25,2024-11-30,82,97,14,37,10,15,-0.09,Medium
P31133,2022-02-10,2022-09-04,199,206,20,49,17,7,0.42,High
P16475,2020-08-24,2020-12-07,123,105,11,37,10,-18,0.02,Low
P28992,2021-11-24,2022-05-11,127,168,13,31,17,41,0.11,High
P23197,2021-04-26,2021-11-15,170,203,8,82,19,33,0.05,High
P46658,2023-08-31,2024-02-27,185,180,8,67,12,-5,-0.07,High
P19423,2020-12-10,2021-05-19,185,160,14,77,12,-25,0.48,High
P28772,2021-11-16,2022-02-23,105,99,29,1,15,-6,-0.01,High
P23069,2021-04-22,2022-01-14,215,267,20,63,18,52,0.48,High
P50304,2024-01-11,2024-08-28,171,230,10,52,4,59,-0.01,High
P46243,2023-08-16,2024-01-26,121,163,16,81,2,42,0.54,High
P39057,2022-11-27,2023-03-25,63,118,10,71,5,55,0.25,High
P14835,2020-06-25,2020-09-21,61,88,15,33,10,27,0.49,High
P11557,2020-02-26,2020-06-13,127,108,17,23,17,-19,0.49,High
P43030,2023-04-21,2023-09-21,119,153,16,64,4,34,0.0,High
P46527,2023-08-26,2023-11-21,88,87,18,83,9,-1,0.11,Medium
P43926,2023-05-24,2023-11-02,183,162,6,59,6,-21,0.14,Medium
P13916,2020-05-23,2021-03-09,233,290,11,66,4,57,0.3,High
P18686,2020-11-13,2021-04-10,109,148,23,27,11,39,-0.09,High
P47228,2023-09-21,2024-03-06,135,167,24,93,13,32,0.59,High
P41705,2023-03-03,2023-05-22,92,80,15,13,11,-12,0.52,High
P25454,2021-07-18,2021-11-20,136,125,21,75,19,-11,0.21,High
P22040,2021-03-15,2021-06-20,96,97,26,52,9,1,0.54,High
P16083,2020-08-10,2021-03-19,167,221,5,19,1,54,0.44,High
P29597,2021-12-16,2022-05-02,130,137,7,47,9,7,0.24,High
P34875,2022-06-27,2022-11-14,163,140,5,97,18,-23,-0.03,High
P32544,2022-04-03,2022-11-24,189,235,14,76,0,46,0.07,High
P32064,2022-03-16,2022-08-29,154,166,22,93,17,12,0.09,High
P18777,2020-11-16,2021-06-27,191,223,16,37,3,32,0.57,High
P31489,2022-02-23,2022-05-17,85,83,19,19,14,-2,0.22,High
P56340,2024-08-19,2025-03-10,215,203,7,58,3,-12,0.22,High
P54333,2024-06-07,2024-12-01,125,177,15,34,19,52,-0.09,High
P59373,2024-12-08,2025-08-17,224,252,14,97,5,28,0.21,High
P11634,2020-02-29,2020-07-04,136,126,6,16,9,-10,0.15,Medium
P26552,2021-08-27,2022-04-09,172,225,7,86,7,53,0.35,High
P35976,2022-08-06,2022-12-20,103,136,23,2,10,33,0.34,High
P44270,2023-06-05,2023-12-06,211,184,21,90,14,-27,0.02,High
P48803,2023-11-18,2024-08-04,237,260,26,15,17,23,0.44,High
P35887,2022-08-03,2022-10-21,68,79,10,73,15,11,0.55,High
P34908,2022-06-28,2023-01-26,231,212,22,53,5,-19,0.37,High
P44974,2023-07-01,2023-09-29,71,90,8,41,9,19,0.47,High
P39497,2022-12-13,2023-08-07,232,237,13,10,4,5,-0.07,Low
P20558,2021-01-20,2021-07-18,137,179,7,57,19,42,-0.03,High
P37839,2022-10-13,2023-01-17,82,96,26,64,16,14,0.44,High
P48505,2023-11-07,2024-06-11,213,217,8,66,16,4,0.57,High
P55894,2024-08-03,2025-01-22,163,172,19,86,9,9,-0.03,Low
P19435,2020-12-10,2021-07-25,225,227,22,58,7,2,-0.05,Low
P20146,2021-01-05,2021-06-27,151,173,27,59,15,22,0.05,High
P23942,2021-05-24,2021-11-22,130,182,10,91,3,52,0.5,High
P20281,2021-01-10,2021-07-03,115,174,15,95,10,59,0.13,High
P13742,2020-05-16,2020-11-28,179,196,11,35,16,17,0.21,High
P42849,2023-04-14,2023-09-27,175,166,28,84,12,-9,0.43,High
P10750,2020-01-28,2020-07-15,182,169,6,18,4,-13,0.46,High
P28967,2021-11-23,2022-04-24,106,152,17,7,13,46,0.06,High
P33343,2022-05-02,2022-12-28,191,240,28,88,6,49,0.44,High
P42294,2023-03-25,2023-10-14,146,203,7,56,5,57,-0.03,High
P17261,2020-09-22,2021-02-07,116,138,28,11,5,22,0.15,Medium
P21757,2021-03-05,2021-05-14,83,70,8,98,14,-13,0.09,High
P49844,2023-12-26,2024-03-21,111,86,28,4,2,-25,0.39,High
P14045,2020-05-27,2020-12-22,152,209,25,6,13,57,0.54,High
P34960,2022-06-30,2022-09-09,90,71,26,37,3,-19,0.16,Medium
P29503,2021-12-13,2022-05-07,92,145,27,19,10,53,0.4,High
P36262,2022-08-17,2023-02-15,171,182,20,61,14,11,0.43,High
P23315,2021-05-01,2021-08-03,88,94,29,76,7,6,0.45,High
P57859,2024-10-13,2025-01-26,77,105,28,11,13,28,0.58,High
P29367,2021-12-08,2022-07-04,171,208,23,68,19,37,0.6,High
P17725,2020-10-09,2020-12-28,94,80,12,92,2,-14,-0.08,Low
P27941,2021-10-17,2022-05-06,174,201,17,32,4,27,0.08,Medium
P38836,2022-11-19,2023-07-26,215,249,28,7,16,34,-0.1,High
P37911,2022-10-16,2023-02-14,76,121,6,71,14,45,0.26,High
P59281,2024-12-04,2025-04-06,82,123,29,31,17,41,0.13,High
P14071,2020-05-28,2020-12-01,208,187,18,43,10,-21,0.03,Low
P32200,2022-03-21,2022-09-03,130,166,24,28,16,36,0.03,High
P41424,2023-02-21,2023-07-25,126,154,12,75,9,28,0.54,High
P30461,2022-01-17,2022-06-12,119,146,5,1,15,27,0.57,High
P51112,2024-02-10,2024-05-01,79,81,17,24,3,2,0.44,High
P36072,2022-08-10,2023-04-11,228,244,16,57,18,16,0.27,High
P27487,2021-09-30,2021-12-05,90,66,11,28,10,-24,0.08,Low
P46850,2023-09-07,2024-01-02,68,117,14,25,6,49,-0.06,High
P37807,2022-10-12,2023-04-09,209,179,25,16,3,-30,0.29,High
P37487,2022-09-30,2023-05-28,182,240,17,76,9,58,0.18,High
P33240,2022-04-28,2022-09-11,157,136,26,29,14,-21,0.0,High
P11791,2020-03-06,2020-10-18,220,226,14,19,14,6,0.06,High
